Date,H/A,Opponent,GS,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,XI,ROE,GDP,SB,CS,AVG,OBP,SLG,OPS,BP,Pos
2017-04-03T00:00:00Z,A,MIL,NA,4,0,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA
2017-04-04T00:00:00Z,A,MIL,NA,4,0,1,1,0,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,0,0,0.125,0.222,0.25,0.472,NA,NA
2017-04-05T00:00:00Z,A,MIL,NA,4,0,0,0,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,0,0,0.083,0.154,0.167,0.321,NA,NA
2017-04-06T00:00:00Z,A,MIL,NA,4,0,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0.125,0.176,0.25,0.426,NA,NA
2017-04-07T00:00:00Z,H,LAD,NA,4,0,2,0,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,0,0,0.2,0.238,0.3,0.538,NA,NA
2017-04-08T00:00:00Z,H,LAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-09T00:00:00Z,H,LAD,NA,4,0,0,0,0,0,1,0,NA,2,NA,NA,NA,NA,NA,NA,0,0,0.167,0.192,0.25,0.442,NA,NA
2017-04-10T00:00:00Z,H,SD,NA,4,0,1,0,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,0,0,0.179,0.2,0.25,0.45,NA,NA
2017-04-11T00:00:00Z,H,SD,NA,4,1,1,0,0,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0.188,0.206,0.344,0.55,NA,NA
2017-04-12T00:00:00Z,H,SD,NA,3,0,1,1,0,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,0,0,0.2,0.237,0.371,0.608,NA,NA
2017-04-13T00:00:00Z,A,SF,NA,4,1,1,0,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,0,0,0.205,0.238,0.359,0.597,NA,NA
2017-04-14T00:00:00Z,A,SF,NA,4,0,1,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0.209,0.239,0.349,0.588,NA,NA
2017-04-15T00:00:00Z,A,SF,NA,5,0,0,0,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,0,0,0.188,0.216,0.313,0.529,NA,NA
2017-04-16T00:00:00Z,A,SF,NA,4,1,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0.192,0.218,0.327,0.545,NA,NA
2017-04-18T00:00:00Z,A,LAD,NA,4,0,0,0,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,0,0,0.179,0.203,0.304,0.507,NA,NA
2017-04-19T00:00:00Z,A,LAD,NA,1,0,0,0,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,0,0,0.175,0.2,0.298,0.498,NA,NA
2017-04-21T00:00:00Z,H,SF,NA,3,1,1,0,0,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,0,0,0.183,0.219,0.3,0.519,NA,NA
2017-04-22T00:00:00Z,H,SF,NA,4,0,1,0,0,0,1,1,NA,0,NA,NA,NA,NA,NA,NA,0,0,0.188,0.232,0.297,0.529,NA,NA
2017-04-23T00:00:00Z,H,SF,NA,2,2,1,0,0,0,0,2,NA,0,NA,NA,NA,NA,NA,NA,0,0,0.197,0.26,0.303,0.563,NA,NA
2017-04-24T00:00:00Z,H,WSH,NA,4,2,2,0,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,0,0,0.214,0.273,0.314,0.587,NA,NA
2017-04-25T00:00:00Z,H,WSH,NA,3,1,1,0,0,1,2,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0.219,0.272,0.356,0.628,NA,NA
2017-04-26T00:00:00Z,H,WSH,NA,3,1,0,0,0,0,0,1,NA,1,NA,NA,NA,NA,NA,NA,0,0,0.211,0.271,0.342,0.613,NA,NA
