Date,H/A,Opponent,GS,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,XI,ROE,GDP,SB,CS,AVG,OBP,SLG,OPS,BP,Pos
2008-06-14T00:00:00Z,A,SF,1,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.259,0.273,0.407,0.6799999999999999,6,"cf,rf"
2008-06-15T00:00:00Z,A,SF,1,3,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.263,0.288,0.404,0.692,6,"cf,rf"
2008-06-17T00:00:00Z,A,ARI,1,4,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0.246,0.281,0.377,0.658,6,"cf,rf"
2008-06-18T00:00:00Z,A,ARI,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246,0.279,0.385,0.664,6,cf
2008-06-19T00:00:00Z,A,ARI,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.242,0.275,0.379,0.654,9,rf
2008-06-20T00:00:00Z,H,FLA,1,4,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.243,0.274,0.414,0.688,7,rf
2008-06-21T00:00:00Z,H,FLA,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.247,0.286,0.411,0.697,8,rf
2008-06-22T00:00:00Z,H,FLA,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.247,0.284,0.416,0.7,8,"cf,rf"
2008-06-24T00:00:00Z,H,PHI,1,3,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.25,0.286,0.425,0.711,7,cf
2008-06-25T00:00:00Z,H,PHI,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241,0.276,0.41,0.6859999999999999,8,cf
2008-06-26T00:00:00Z,H,PHI,1,4,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.253,0.286,0.448,0.734,7,"cf,rf"
2008-06-27T00:00:00Z,H,SF,1,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0.295,0.473,0.768,5,rf
2008-06-28T00:00:00Z,H,SF,1,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.253,0.283,0.453,0.736,5,rf
2008-06-29T00:00:00Z,H,SF,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.242,0.272,0.434,0.706,6,rf
2008-06-30T00:00:00Z,A,ANA,1,5,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.26,0.287,0.442,0.729,6,"cf,rf"
2008-07-01T00:00:00Z,A,ANA,1,4,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.259,0.286,0.444,0.73,6,"cf,rf"
2008-07-02T00:00:00Z,A,ANA,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268,0.293,0.446,0.739,7,rf
2008-07-03T00:00:00Z,A,CHI,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.267,0.292,0.44,0.732,5,"cf,rf"
2008-07-04T00:00:00Z,A,CHI,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,0.301,0.445,0.746,7,cf
2008-07-07T00:00:00Z,H,SEA,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.279,0.302,0.443,0.745,6,"cf,rf"
2008-07-08T00:00:00Z,H,SEA,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.272,0.295,0.432,0.727,5,cf
2008-07-09T00:00:00Z,H,SEA,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.264,0.286,0.419,0.705,2,cf
2008-07-10T00:00:00Z,H,SEA,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.256,0.277,0.406,0.683,6,"cf,rf"
2008-07-11T00:00:00Z,H,ANA,1,5,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.261,0.282,0.413,0.695,5,cf
2008-07-12T00:00:00Z,H,ANA,1,4,0,2,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0.268,0.288,0.43,0.718,5,cf
2008-07-13T00:00:00Z,H,ANA,1,4,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.274,0.293,0.432,0.725,5,"cf,rf"
2008-07-18T00:00:00Z,A,NY,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0.292,0.427,0.719,7,cf
2008-07-19T00:00:00Z,A,NY,1,5,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.271,0.294,0.419,0.713,4,"cf,rf"
2008-07-20T00:00:00Z,A,NY,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0.288,0.411,0.699,6,cf
2008-07-21T00:00:00Z,A,TB,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.261,0.283,0.404,0.687,7,cf
2008-07-22T00:00:00Z,A,TB,1,3,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.262,0.292,0.402,0.694,5,cf
2008-07-23T00:00:00Z,A,TB,1,3,1,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.269,0.303,0.425,0.728,5,cf
2008-07-25T00:00:00Z,H,TEX,1,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.271,0.307,0.424,0.731,5,cf
2008-07-26T00:00:00Z,H,TEX,1,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.276,0.315,0.425,0.74,2,rf
2008-07-27T00:00:00Z,H,TEX,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275,0.314,0.421,0.735,5,cf
2008-07-28T00:00:00Z,H,KC,1,4,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.28,0.318,0.429,0.747,5,cf
2008-07-29T00:00:00Z,H,KC,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0.274,0.311,0.419,0.73,4,cf
2008-07-30T00:00:00Z,H,KC,1,6,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.271,0.307,0.411,0.718,3,cf
2008-08-01T00:00:00Z,A,BOS,1,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.27,0.309,0.408,0.717,5,cf
2008-08-02T00:00:00Z,A,BOS,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0.265,0.303,0.4,0.7030000000000001,6,"cf,rf"
2008-08-03T00:00:00Z,A,BOS,1,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.265,0.302,0.407,0.709,5,cf
2008-08-04T00:00:00Z,A,TOR,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.26,0.297,0.399,0.696,5,cf
2008-08-05T00:00:00Z,A,TOR,1,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274,0.309,0.415,0.724,5,"cf,rf"
2008-08-06T00:00:00Z,A,TOR,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.273,0.308,0.412,0.72,4,cf
2008-08-07T00:00:00Z,A,TOR,1,3,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0.274,0.312,0.411,0.723,4,cf
2008-08-08T00:00:00Z,A,DET,1,4,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0.278,0.315,0.413,0.728,5,rf
2008-08-09T00:00:00Z,A,DET,1,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.278,0.314,0.414,0.728,4,cf
2008-08-10T00:00:00Z,A,DET,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,0.313,0.411,0.724,6,cf
2008-08-12T00:00:00Z,H,TB,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.274,0.309,0.406,0.7150000000000001,6,cf
2008-08-13T00:00:00Z,H,TB,1,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0.269,0.304,0.399,0.7030000000000001,2,cf
2008-08-14T00:00:00Z,H,TB,1,6,1,2,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0.27,0.305,0.414,0.719,2,cf
2008-08-15T00:00:00Z,H,CHI,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.266,0.3,0.407,0.707,4,cf
2008-08-16T00:00:00Z,H,CHI,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265,0.299,0.406,0.7050000000000001,8,ph
2008-08-17T00:00:00Z,H,CHI,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.262,0.295,0.401,0.696,5,cf
2008-08-18T00:00:00Z,A,MIN,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.258,0.291,0.395,0.6859999999999999,7,"cf,rf"
2008-08-19T00:00:00Z,A,MIN,1,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.254,0.287,0.388,0.675,7,"cf,rf"
2008-08-20T00:00:00Z,A,MIN,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.253,0.286,0.387,0.673,7,"ph,cf"
2008-08-21T00:00:00Z,A,SEA,1,4,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0.253,0.285,0.385,0.6699999999999999,7,cf
2008-08-22T00:00:00Z,A,SEA,1,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.249,0.281,0.379,0.66,7,"cf,rf"
2008-08-23T00:00:00Z,A,SEA,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245,0.277,0.374,0.651,8,rf
2008-08-24T00:00:00Z,A,SEA,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.245,0.277,0.372,0.649,6,cf
2008-08-25T00:00:00Z,A,ANA,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.243,0.274,0.368,0.642,8,"cf,rf"
2008-08-26T00:00:00Z,A,ANA,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.24,0.271,0.364,0.635,8,rf
2008-08-27T00:00:00Z,A,ANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.271,0.364,0.635,6,rf
2008-09-18T00:00:00Z,H,ANA,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.243,0.274,0.366,0.64,8,ph
2008-09-20T00:00:00Z,H,SEA,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.248,0.279,0.371,0.65,8,"ph,cf"
2008-09-21T00:00:00Z,H,SEA,1,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.248,0.278,0.372,0.65,2,cf
2008-09-22T00:00:00Z,A,TEX,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.247,0.276,0.37,0.646,2,cf
2008-09-23T00:00:00Z,A,TEX,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.243,0.273,0.365,0.638,6,cf
2008-09-26T00:00:00Z,A,SEA,1,4,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.243,0.275,0.363,0.638,6,cf
2008-09-27T00:00:00Z,A,SEA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.243,0.274,0.362,0.636,2,ph
2008-09-28T00:00:00Z,A,SEA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242,0.273,0.361,0.634,8,ph
